99.83.147.72,false,true,true,512,0,true,39,false,false,false,false
99.79.182.170,false,true,true,1232,0,true,39,false,false,false,false
99.99.99.193,true,false,true,4096,11,true,274,false,false,false,false
99.93.24.105,true,false,true,4096,46,true,3290,true,true,false,false
99.42.199.193,true,false,false,0,20,true,1778,true,true,false,false
99.165.192.234,true,false,true,4000,8,true,506,false,false,false,false
99.227.243.184,true,false,false,0,20,true,2032,true,true,false,false
98.63.180.237,true,false,false,0,20,true,1856,true,true,false,false
98.57.217.41,true,false,true,4000,36,true,3076,true,true,false,false
98.26.23.128,false,false,true,1410,0,true,39,false,false,true,false
98.213.199.84,true,false,true,512,1,true,60,false,false,false,false
98.191.57.131,true,false,true,4000,38,true,3103,true,true,false,false
98.189.213.222,true,false,true,4000,47,true,3373,true,true,false,false
98.185.37.215,true,false,false,0,20,true,1623,true,true,false,false
99.79.50.252,true,false,true,4096,35,true,3055,true,true,false,false
98.28.219.202,false,false,false,0,0,true,28,false,false,true,false
98.185.36.75,true,false,false,0,20,true,1590,true,true,false,false
98.185.36.251,true,false,false,0,20,true,1819,true,true,false,false
98.185.36.212,true,false,false,0,20,true,1883,true,true,false,false
98.180.39.214,false,false,true,1410,0,true,39,false,false,true,false
98.175.83.14,true,true,false,0,4,true,416,false,false,false,false
98.177.140.42,false,false,true,4000,0,true,39,false,false,false,false
98.175.17.188,true,false,true,4000,8,true,314,false,false,false,false
98.175.26.238,false,false,true,4096,0,true,39,false,false,false,false
98.175.116.85,true,false,true,512,1,true,60,false,false,false,false
98.172.87.182,true,false,false,0,23,true,1786,true,true,false,false
99.165.192.233,false,false,false,0,0,false,0,false,false,true,false
98.154.99.2,true,false,true,1280,9,true,397,false,false,false,false
98.154.40.78,true,false,true,512,1,true,60,false,false,false,false
98.154.21.253,true,false,false,0,20,true,1558,true,true,false,false
98.243.171.106,false,false,false,0,0,false,0,false,false,true,false
98.213.198.102,true,false,true,512,1,true,60,false,false,false,false
98.153.113.3,true,false,false,0,20,true,2323,true,true,false,false
98.153.106.210,true,false,false,0,20,true,1827,true,true,false,false
98.124.65.10,true,false,true,4000,46,true,3642,true,true,false,false
98.128.146.146,true,false,false,0,20,true,2032,true,true,false,false
98.114.102.244,true,false,true,4096,43,true,3601,true,true,false,false
98.121.86.8,true,false,true,512,1,true,60,false,false,false,false
98.114.102.243,true,false,true,4096,43,true,3594,true,true,false,false
98.103.153.234,false,true,true,1232,0,true,39,false,false,false,false
98.102.32.246,false,false,false,0,0,true,28,false,false,true,false
98.186.137.171,true,false,true,4000,8,true,418,false,false,false,false
98.102.248.165,true,false,true,4000,8,true,242,false,false,false,false
98.102.248.54,false,false,false,0,0,true,28,false,false,true,false
98.152.244.50,true,false,false,0,20,true,1809,true,true,false,false
98.102.248.162,true,false,true,4000,8,true,242,false,false,false,false
98.102.26.54,false,false,true,1232,0,true,39,false,false,true,false
98.102.175.62,false,false,false,0,0,true,28,false,false,true,false
98.100.232.5,false,true,true,1232,0,true,39,false,false,false,false
98.100.136.231,true,false,true,4000,8,true,242,false,false,false,false
98.101.240.164,false,false,false,0,0,true,28,false,false,true,false
98.152.244.34,true,false,false,0,20,true,1782,true,true,false,false
97.87.21.84,false,false,false,0,0,true,28,false,false,true,false
97.79.42.154,false,true,true,1232,0,true,39,false,false,false,false
97.90.103.53,false,false,false,0,0,true,28,false,false,true,false
97.94.219.213,false,false,false,0,0,true,28,false,false,true,false
97.78.76.116,true,false,false,0,20,true,1943,true,true,false,false
97.81.116.109,false,false,false,0,0,true,28,false,false,true,false
97.77.246.129,false,false,false,0,0,true,28,false,false,true,false
98.103.91.242,true,false,true,4000,8,true,314,false,false,false,false
97.76.254.9,true,false,true,4096,47,true,3357,true,true,false,false
97.68.236.229,false,false,false,0,0,true,28,false,false,true,false
97.74.87.35,true,false,true,4000,8,true,334,false,false,false,false
97.68.172.189,false,false,true,1232,0,true,39,false,false,true,false
97.78.189.245,true,false,false,0,20,true,1712,true,true,false,false
97.74.86.124,true,false,true,4000,8,true,290,false,false,false,false
97.68.172.186,false,false,true,1232,0,true,39,false,false,true,false
97.68.128.90,true,false,true,4096,35,true,3279,true,true,false,false
97.105.100.20,false,false,false,0,0,true,28,false,false,true,false
96.95.146.25,true,false,false,0,20,true,1713,true,true,false,false
97.65.124.6,true,false,true,512,1,true,60,false,false,false,false
96.93.138.5,true,false,false,0,4,true,422,false,false,false,false
96.92.154.9,true,false,true,4000,47,true,3398,true,true,false,false
96.93.190.113,false,true,true,512,0,true,39,false,false,false,false
96.90.182.185,false,true,true,512,0,true,39,false,false,false,false
96.90.140.166,true,false,true,4000,48,true,3481,true,true,false,false
96.85.69.170,true,false,true,4000,39,true,3170,true,true,false,false
98.164.41.54,false,false,false,0,0,false,0,false,false,true,false
97.75.162.89,false,false,false,0,0,false,0,false,false,true,false
96.85.160.25,false,false,true,1232,0,true,39,false,false,true,false
96.81.123.146,false,true,true,512,0,true,39,false,false,false,false
96.81.30.194,false,false,false,0,0,false,0,false,false,true,false
98.102.44.88,false,false,false,0,0,false,0,false,false,true,false
96.80.250.221,false,false,false,0,0,false,0,false,false,true,false
96.8.17.29,true,false,false,0,20,true,2243,true,true,false,false
96.8.17.30,true,false,false,0,20,true,2243,true,true,false,false
96.8.17.26,true,false,false,0,20,true,2243,true,true,false,false
96.8.17.2,true,false,false,0,20,true,1771,true,true,false,false
96.8.17.131,true,false,false,0,20,true,2032,true,true,false,false
96.8.17.130,true,false,false,0,20,true,2032,true,true,false,false
97.68.173.14,true,false,true,512,1,true,60,false,false,false,false
96.76.85.122,true,false,false,0,20,true,1921,true,true,false,false
96.76.237.249,false,true,true,1232,0,true,39,false,false,false,false
96.74.213.233,false,false,true,1232,0,true,39,false,false,true,false
96.85.8.185,true,false,true,4000,8,true,242,false,false,false,false
96.76.14.149,true,false,true,4000,46,true,3642,true,true,false,false
96.72.81.89,true,false,true,4096,35,true,3851,true,true,false,false
96.72.43.162,true,false,true,512,1,true,60,false,false,false,false
96.71.85.74,true,false,true,512,1,true,60,false,false,false,false
96.70.61.241,true,false,true,512,39,true,3170,true,true,false,false
96.70.163.93,false,false,true,4096,0,true,39,false,false,true,false
96.7.139.1,true,false,true,512,1,true,60,false,false,false,false
96.7.139.2,true,false,true,512,35,true,3055,true,true,false,false
96.7.138.2,true,false,true,512,1,true,60,false,false,false,false
96.73.116.75,true,false,true,512,1,true,60,false,false,false,false
96.7.137.82,true,false,true,512,35,true,3055,true,true,false,false
96.73.229.181,true,false,true,512,1,true,60,false,false,false,false
96.82.69.210,false,false,false,0,0,false,0,false,false,true,false
96.7.137.92,false,false,false,0,0,false,0,false,false,true,false
96.7.137.90,false,false,false,0,0,false,0,false,false,true,false
96.7.137.83,false,false,false,0,0,false,0,false,false,true,false
96.7.137.78,false,false,false,0,0,false,0,false,false,true,false
